player_id,updatedAt,url,name,fullName,nameInHomeCountry,description,imageUrl,dateOfBirth,age,height,citizenship,isRetired,retiredSince,position_main,position_other,foot,shirtNumber,club_id,club_name,joined,contractExpires,contractOption,lastClubId,lastClubName,mostGamesFor,marketValue,agent_name,agent_url,outfitter,socialMedia,trainerProfile_id,trainerProfile_url,trainerProfile_position,placeOfBirth_city,placeOfBirth_country
227110,2025-11-14T05:02:20.571039,https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110,Jordan Torunarigha,,,"Jordan Torunarigha, 28, from Nigeria ➤ Hamburger SV, since 2025 ➤ Centre-Back ➤ Market value: €4.00m ➤ * 07/08/1997 in Chemnitz, Germany",https://img.a.transfermarkt.technology/portrait/header/227110-1758188233.jpg?lm=1,,,191.0,"Nigeria, Germany",False,,Centre-Back,Left-Back,left,#25,41,Hamburg,2025-01-07,2028-06-30,,,,,4000000.0,11WINS,/11wins-gmbh/beraterfirma/berater/2773,Nike,"http://www.facebook.com/JordanTorunarigha, http://www.instagram.com/jordanynany/",,,,Chemnitz,Germany
165467,2025-11-14T05:02:50.945098,https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467,Stole Dimitrievski,,Столе Димитриевски,"Stole Dimitrievski, 31, from North Macedonia ➤ Valencia CF, since 2024 ➤ Goalkeeper ➤ Market value: €2.50m ➤ * 25/12/1993 in Kumanovo, Macedonia",https://img.a.transfermarkt.technology/portrait/header/165467-1541150592.jpg?lm=1,,,188.0,"North Macedonia, Spain",False,,Goalkeeper,,right,#1,1049,Valencia,2024-01-07,2026-06-30,,,,,2500000.0,AS1,/as1tm/beraterfirma/berater/13796,,"http://twitter.com/Dimitrievski1, http://www.instagram.com/stole_gk/",,,,Kumanovo,Macedonia
116648,2025-11-14T05:03:21.300662,https://www.transfermarkt.com/marcus-bettinelli/profil/spieler/116648,Marcus Bettinelli,,,"Marcus Bettinelli, 33, from England ➤ Manchester City, since 2025 ➤ Goalkeeper ➤ Market value: €600k ➤ * 24/05/1992 in London, England",https://img.a.transfermarkt.technology/portrait/header/116648-1700671752.jpg?lm=1,,,193.0,"England, Italy",False,,Goalkeeper,,right,#13,281,Man City,2025-10-06,2026-06-30,,,,,600000.0,Refuel Performance ...,/refuel-performance-management/beraterfirma/berater/9029,,"http://twitter.com/marcusbettss, http://www.instagram.com/marcusbettinelli/",,,,London,England
314367,2025-11-14T05:03:51.750976,https://www.transfermarkt.com/marcus-edwards/profil/spieler/314367,Marcus Edwards,,,"Marcus Edwards, 26, from England ➤ Burnley FC, since 2025 ➤ Right Winger ➤ Market value: €10.00m ➤ * 03/12/1998 in London, England",https://img.a.transfermarkt.technology/portrait/header/314367-1653379978.jpg?lm=1,,,168.0,"England, Cyprus",False,,Right Winger,"Attacking Midfield, Left Winger",left,#10,1132,Burnley,2025-01-07,2029-06-30,,,,,10000000.0,Wasserman,/wasserman/beraterfirma/berater/440,,http://www.instagram.com/marcusedwards10/,,,,London,England
405398,2025-11-14T05:04:22.166402,https://www.transfermarkt.com/takefusa-kubo/profil/spieler/405398,Takefusa Kubo,,久保 建英,"Takefusa Kubo, 24, from Japan ➤ Real Sociedad, since 2022 ➤ Right Winger ➤ Market value: €30.00m ➤ * 04/06/2001 in Kawasaki, Kanagawa, Japan",https://img.a.transfermarkt.technology/portrait/header/405398-1697110254.jpg?lm=1,,,173.0,Japan,False,,Right Winger,"Attacking Midfield, Left Winger",left,#14,681,Real Sociedad,2022-07-19,2029-06-30,,,,,30000000.0,Sports360 GmbH,/sports360-gmbh/beraterfirma/berater/199,,http://www.instagram.com/takefusa.kubo/,,,,"Kawasaki, Kanagawa",Japan
766412,2025-11-14T05:04:52.795410,https://www.transfermarkt.com/theo-le-bris/profil/spieler/766412,Théo Le Bris,,,"Théo Le Bris, 23, from France ➤ FC Lorient, since 2022 ➤ Left Midfield ➤ Market value: €1.50m ➤ * 01/10/2002 in Rennes, France",https://img.a.transfermarkt.technology/portrait/header/766412-1747252694.png?lm=1,,,170.0,France,False,,Left Midfield,"Right-Back, Central Midfield",right,#11,1158,FC Lorient,2022-01-07,2027-06-30,,,,,1500000.0,Ltma Consulting,/ltma-consulting/beraterfirma/berater/11532,adidas,,,,,Rennes,France
1047261,2025-11-14T05:05:23.334031,https://www.transfermarkt.com/caleb-kporha/profil/spieler/1047261,Caleb Kporha,,Caleb Billy Mawuko Kporha,"Caleb Kporha, 19, from England ➤ Crystal Palace, since 2024 ➤ Right-Back ➤ Market value: €1.00m ➤ * 15/07/2006 in ,",https://img.a.transfermarkt.technology/portrait/header/1047261-1736159500.jpg?lm=1,,,,"England, Ghana",False,,Right-Back,"Right Midfield, Left-Back",right,#58,873,Crystal Palace,2024-01-07,2029-06-30,,,,,1000000.0,Box 2 Box Sports,/box-2-box-sports-ltd-/beraterfirma/berater/10946,,,,,,,
257376,2025-11-14T05:05:53.852053,https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376,Domingos Duarte,,Domingos de Sousa Coutinho Meneses Duarte,"Domingos Duarte, 30, from Portugal ➤ Getafe CF, since 2022 ➤ Centre-Back ➤ Market value: €800k ➤ * 10/03/1995 in Cascais, Portugal",https://img.a.transfermarkt.technology/portrait/header/257376-1583309064.jpg?lm=1,,,192.0,Portugal,False,,Centre-Back,,right,#22,3709,Getafe,2022-11-07,2026-06-30,,,,,800000.0,ROOF,/roof/beraterfirma/berater/2295,,"http://www.facebook.com/domingoscmduarte14, http://www.instagram.com/domingos_mduarte/",,,,Cascais,Portugal
314241,2025-11-14T05:06:24.401515,https://www.transfermarkt.com/josh-laurent/profil/spieler/314241,Josh Laurent,,Joshua Ishaele Jacob-Heron Hunt-Laurent,"Josh Laurent, 30, from England ➤ Burnley FC, since 2024 ➤ Central Midfield ➤ Market value: €2.00m ➤ * 06/05/1995 in Leytonstone, England",https://img.a.transfermarkt.technology/portrait/header/314241-1741274126.jpg?lm=1,,,188.0,England,False,,Central Midfield,"Attacking Midfield, Defensive Midfield",right,#29,1132,Burnley,2024-08-30,2026-06-30,,,,,2000000.0,PowerHause SG,/powerhause-sports-group/beraterfirma/berater/8390,,"http://twitter.com/JoshLaurent28, http://www.instagram.com/josh_laurent/",,,,Leytonstone,England
242661,2025-11-14T05:06:54.937375,https://www.transfermarkt.com/manolis-saliakas/profil/spieler/242661,Manolis Saliakas,,Μανώλης Σάλιακας,"Manolis Saliakas, 29, from Greece ➤ FC St. Pauli, since 2022 ➤ Right-Back ➤ Market value: €3.00m ➤ * 12/09/1996 in Heraklion, Greece",https://img.a.transfermarkt.technology/portrait/header/242661-1755032759.jpg?lm=1,,,177.0,Greece,False,,Right-Back,Right Midfield,right,#2,35,St. Pauli,2022-01-07,,,,,,3000000.0,feel soccer GmbH,/feel-soccer-gmbh/beraterfirma/berater/1369,,,,,,Heraklion,Greece
297194,2025-11-14T05:09:25.464846,https://www.transfermarkt.com/ivan-villar/profil/spieler/297194,Iván Villar,,Iván Villar Martínez,"Iván Villar, 28, from Spain ➤ Celta de Vigo, since 2019 ➤ Goalkeeper ➤ Market value: €900k ➤ * 09/07/1997 in Aldán, Spain",https://img.a.transfermarkt.technology/portrait/header/297194-1516876837.jpg?lm=1,,,186.0,Spain,False,,Goalkeeper,,right,#1,940,Celta de Vigo,2019-01-07,2027-06-30,,,,,900000.0,AS1,/as1tm/beraterfirma/berater/13796,,http://www.instagram.com/ivanvillar97/,,,,Aldán,Spain
621993,2025-11-14T05:09:56.139222,https://www.transfermarkt.com/andrew-omobamidele/profil/spieler/621993,Andrew Omobamidele,,Andrew Abiola Omobamidele,"Andrew Omobamidele, 23, from Ireland ➤ RC Strasbourg Alsace, since 2025 ➤ Centre-Back ➤ Market value: €8.00m ➤ * 23/06/2002 in Leixlip, Ireland",https://img.a.transfermarkt.technology/portrait/header/621993-1750770741.png?lm=1,,,188.0,"Ireland, Nigeria",False,,Centre-Back,Defensive Midfield,right,#2,667,R. Strasbourg,2025-01-07,2029-06-30,,,,,8000000.0,Elite Project Group ...,/elite-project-group-limited/beraterfirma/berater/5620,,http://www.instagram.com/a.omobamidele/,,,,Leixlip,Ireland
586984,2025-11-14T05:10:26.615279,https://www.transfermarkt.com/daniel-oyegoke/profil/spieler/586984,Daniel Oyegoke,,Daniel Oladele Akinbiyi Oyegoke,"Daniel Oyegoke, 22, from England ➤ Hellas Verona, since 2024 ➤ Right-Back ➤ Market value: €500k ➤ * 03/01/2003 in ,",https://img.a.transfermarkt.technology/portrait/header/586984-1669114349.jpg?lm=1,,,188.0,"England, Nigeria",False,,Right-Back,Centre-Back,right,#2,276,Hellas Verona,2025-01-28,2028-06-30,,,,,500000.0,Unique Sports Group,/unique-sports-group/beraterfirma/berater/4142,,http://www.instagram.com/danieloyegoke_/,,,,,
583699,2025-11-14T05:10:57.454802,https://www.transfermarkt.com/andrej-ilic/profil/spieler/583699,Andrej Ilic,,Андреј Илић,"Andrej Ilic, 25, from Serbia ➤ 1.FC Union Berlin, since 2025 ➤ Centre-Forward ➤ Market value: €6.00m ➤ * 03/04/2000 in Belgrade, Yugoslavia (Republic)",https://img.a.transfermarkt.technology/portrait/header/583699-1726350811.jpg?lm=1,,,189.0,Serbia,False,,Centre-Forward,Right Winger,right,#23,89,Union Berlin,2025-01-07,2027-06-30,,,,,6000000.0,Global Soccer,/global-soccer/beraterfirma/berater/9496,,,,,,Belgrade,Yugoslavia (Republic)
1113451,2025-11-14T05:11:27.866304,https://www.transfermarkt.com/kojo-peprah-oppong/profil/spieler/1113451,Kojo Peprah Oppong,,,"Kojo Peprah Oppong, 21, from Ghana ➤ OGC Nice, since 2025 ➤ Centre-Back ➤ Market value: €3.00m ➤ * 04/06/2004 in Accra, Ghana",https://img.a.transfermarkt.technology/portrait/header/1113451-1756823346.jpg?lm=1,,,185.0,Ghana,False,,Centre-Back,,right,#37,417,Nice,2025-07-25,2029-06-30,,,,,3000000.0,UKSPORTMANAGEMENT.CO...,/uksportmanagement-com/beraterfirma/berater/4853,,,,,,Accra,Ghana
628487,2025-11-14T05:11:58.287999,https://www.transfermarkt.com/angel-fortuno/profil/spieler/628487,Ángel Fortuño,,Ángel Fortuño Viñas,"Ángel Fortuño, 24, from Spain ➤ RCD Espanyol Barcelona, since 2024 ➤ Goalkeeper ➤ Market value: €300k ➤ * 05/10/2001 in Barcelona, Spain",https://img.a.transfermarkt.technology/portrait/header/628487-1747339466.jpg?lm=1,,,183.0,Spain,False,,Goalkeeper,,right,#1,714,Espanyol,2024-01-07,2027-06-30,,,,,300000.0,MagicPlayers,/magicplayers/beraterfirma/berater/2975,,,,,,Barcelona,Spain
1241211,2025-11-14T05:12:28.804386,https://www.transfermarkt.com/rudy-matondo/profil/spieler/1241211,Rudy Matondo,,Rudy Nzingoula Matondo,"Rudy Matondo, 17, from France ➤ AJ Auxerre, since 2025 ➤ Central Midfield ➤ Market value: €1.50m ➤ * 13/03/2008 in Évry-Courcouronnes, France",https://img.a.transfermarkt.technology/portrait/header/1241211-1750676329.jpg?lm=1,,,180.0,"France, Congo",False,,Central Midfield,Defensive Midfield,right,#34,290,AJ Auxerre,2025-01-07,2028-06-30,,,,,1500000.0,,,,,,,,Évry-Courcouronnes,France
185077,2025-11-14T05:12:59.218978,https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077,Vincenzo Grifo,,,"Vincenzo Grifo, 32, from Italy ➤ SC Freiburg, since 2019 ➤ Left Winger ➤ Market value: €6.00m ➤ * 07/04/1993 in Pforzheim, Germany",https://img.a.transfermarkt.technology/portrait/header/185077-1753983973.jpg?lm=1,,,180.0,Italy,False,,Left Winger,"Right Winger, Attacking Midfield",right,#32,60,Freiburg,2019-02-09,,,,,,6000000.0,ROOF,/roof/beraterfirma/berater/2295,,"http://www.facebook.com/pages/Vincenzo-Grifo/124178654350165, http://www.instagram.com/grifov32/",,,,Pforzheim,Germany
1016015,2025-11-14T05:13:29.589060,https://www.transfermarkt.com/ngalayel-mukau/profil/spieler/1016015,Ngal'ayel Mukau,,,"Ngal'ayel Mukau, 21, from DR Congo ➤ LOSC Lille, since 2024 ➤ Defensive Midfield ➤ Market value: €15.00m ➤ * 03/11/2004 in Antwerpen, Belgium",https://img.a.transfermarkt.technology/portrait/header/1016015-1741120243.jpg?lm=1,,,186.0,"DR Congo, Belgium",False,,Defensive Midfield,"Central Midfield, Attacking Midfield",left,#17,1082,Lille,2024-11-07,2028-06-30,,,,,15000000.0,EMG Mundial,/emg-mundial-sports-media-gmbh/beraterfirma/berater/2793,,http://www.instagram.com/ngalinhoo,,,,Antwerpen,Belgium
226524,2025-11-14T05:14:00.439533,https://www.transfermarkt.com/morten-thorsby/profil/spieler/226524,Morten Thorsby,,,"Morten Thorsby, 29, from Norway ➤ Genoa CFC, since 2024 ➤ Central Midfield ➤ Market value: €3.00m ➤ * 05/05/1996 in Oslo, Norway",https://img.a.transfermarkt.technology/portrait/header/226524-1725529624.jpg?lm=1,,,188.0,Norway,False,,Central Midfield,"Attacking Midfield, Left Midfield",right,#2,252,Genoa,2024-01-07,2026-06-30,,,,,3000000.0,Pando,/pando-performance/beraterfirma/berater/7160,adidas,"http://twitter.com/mortenthorsby, http://www.instagram.com/mortenthorsby/",,,,Oslo,Norway
340707,2025-11-14T05:14:30.866107,https://www.transfermarkt.com/leonardo-sernicola/profil/spieler/340707,Leonardo Sernicola,,,"Leonardo Sernicola, 28, from Italy ➤ US Cremonese, since 2022 ➤ Left-Back ➤ Market value: €1.20m ➤ * 30/07/1997 in Civita Castellana, Italy",https://img.a.transfermarkt.technology/portrait/header/340707-1753430499.jpg?lm=1,,,187.0,Italy,False,,Left-Back,"Centre-Back, Right-Back",right,#17,2239,Cremonese,2022-08-07,2028-06-30,,,,,1200000.0,YOU FIRST,/you-first/beraterfirma/berater/1406,,http://www.instagram.com/leonardo_sernicola/,,,,Civita Castellana,Italy
346289,2025-11-14T05:15:01.296131,https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,Mouctar Diakhaby,,,"Mouctar Diakhaby, 28, from Guinea ➤ Valencia CF, since 2018 ➤ Centre-Back ➤ Market value: €3.00m ➤ * 19/12/1996 in Vendôme, France",https://img.a.transfermarkt.technology/portrait/header/346289-1709636432.jpg?lm=1,,,192.0,"Guinea, France",False,,Centre-Back,Defensive Midfield,right,#4,1049,Valencia,2018-01-07,2027-06-30,,,,,3000000.0,VV Consulting,/vv-consulting/beraterfirma/berater/8509,,"http://twitter.com/Diakhaby_5, http://www.instagram.com/mouctar_dkh/",,,,Vendôme,France
257814,2025-11-14T05:15:31.735375,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,Gregor Kobel,,,"Gregor Kobel, 27, from Switzerland ➤ Borussia Dortmund, since 2021 ➤ Goalkeeper ➤ Market value: €40.00m ➤ * 06/12/1997 in Zürich, Switzerland",https://img.a.transfermarkt.technology/portrait/header/257814-1709559904.jpg?lm=1,,,196.0,Switzerland,False,,Goalkeeper,,right,#1,16,Dortmund,2021-01-07,2028-06-30,,,,,40000000.0,SBE Management AG,/sbe-management-ag/beraterfirma/berater/2032,,http://www.instagram.com/gregorkobel/,,,,Zürich,Switzerland
391004,2025-11-14T05:16:02.174605,https://www.transfermarkt.com/jonas-wind/profil/spieler/391004,Jonas Wind,,Jonas Older Wind,"Jonas Wind, 26, from Denmark ➤ VfL Wolfsburg, since 2021 ➤ Centre-Forward ➤ Market value: €8.00m ➤ * 07/02/1999 in Hvidovre, Denmark",https://img.a.transfermarkt.technology/portrait/header/391004-1752736403.jpg?lm=1,,,190.0,Denmark,False,,Centre-Forward,"Second Striker, Attacking Midfield",right,#23,82,Wolfsburg,2022-01-31,2026-06-30,,,,,8000000.0,ROOF,/roof/beraterfirma/berater/2295,,http://www.instagram.com/jwind10/,,,,Hvidovre,Denmark
1043646,2025-11-14T05:16:32.652233,https://www.transfermarkt.com/christian-ordonez/profil/spieler/1043646,Christian Ordóñez,,Christian Nahuel Ordóñez,"Christian Ordóñez, 21, from Argentina ➤ Parma Calcio 1913, since 2025 ➤ Central Midfield ➤ Market value: €7.00m ➤ * 24/07/2004 in Moreno, Argentina",https://img.a.transfermarkt.technology/portrait/header/1043646-1751354832.jpg?lm=1,,,177.0,"Argentina, Paraguay",False,,Central Midfield,"Defensive Midfield, Attacking Midfield",right,#24,130,Parma,2025-01-07,2030-06-30,,,,,7000000.0,Interplayers,/interplayers/beraterfirma/berater/5789,,http://www.instagram.com/chrisordonez_/,,,,Moreno,Argentina
169511,2025-11-14T05:17:03.127882,https://www.transfermarkt.com/uros-radakovic/profil/spieler/169511,Uros Radakovic,,Урош Радаковић,"Uros Radakovic, 31, from Serbia ➤ FC Nantes, since 2025 ➤ Centre-Back ➤ Market value: €650k ➤ * 31/03/1994 in Belgrade, Yugoslavia (Republic)",https://img.a.transfermarkt.technology/portrait/header/169511-1724074837.png?lm=1,,,194.0,Serbia,False,,Centre-Back,Defensive Midfield,right,#26,995,FC Nantes,2025-01-07,2027-06-30,,,,,650000.0,Estrella Sports ...,/estrella-sports-group/beraterfirma/berater/11843,,"http://www.facebook.com/uros.radakovic.35, http://www.instagram.com/uros31/",,,,Belgrade,Yugoslavia (Republic)
251876,2025-11-14T05:17:33.573188,https://www.transfermarkt.com/pablo-maffeo/profil/spieler/251876,Pablo Maffeo,,Pablo Carmine Maffeo Becerra,"Pablo Maffeo, 28, from Argentina ➤ RCD Mallorca, since 2022 ➤ Right-Back ➤ Market value: €5.00m ➤ * 12/07/1997 in Sant Joan Despí, Spain",https://img.a.transfermarkt.technology/portrait/header/251876-1699449290.jpg?lm=1,,,172.0,"Argentina, Spain",False,,Right-Back,Right Midfield,right,#23,237,RCD Mallorca,2022-01-07,2027-06-30,,,,,5000000.0,LIAN Sports Group,/lian-sports-group/beraterfirma/berater/13,Nike,http://instagram.com/pablomaffeo/,,,,Sant Joan Despí,Spain
256678,2025-11-14T05:18:04.053497,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,Filippo Romagna,,,"Filippo Romagna, 28, from Italy ➤ US Sassuolo, since 2020 ➤ Centre-Back ➤ Market value: €800k ➤ * 26/05/1997 in Fano, Italy",https://img.a.transfermarkt.technology/portrait/header/256678-1751529345.jpg?lm=1,,,186.0,Italy,False,,Centre-Back,Defensive Midfield,right,#19,6574,Sassuolo,2020-09-17,2026-06-30,performance option,,,,800000.0,TMP SOCCER srl,/tmp-soccer-srl/beraterfirma/berater/2573,,http://www.instagram.com/filipporomagna/,,,,Fano,Italy
463618,2025-11-14T05:18:34.508547,https://www.transfermarkt.com/khephren-thuram/profil/spieler/463618,Khéphren Thuram,,Khéphren Thuram-Ulien,"Khéphren Thuram, 24, from France ➤ Juventus FC, since 2024 ➤ Central Midfield ➤ Market value: €40.00m ➤ * 26/03/2001 in Reggio Emilia, Italy",https://img.a.transfermarkt.technology/portrait/header/463618-1683889273.jpg?lm=1,,,192.0,"France, Guadeloupe",False,,Central Midfield,Defensive Midfield,right,#19,506,Juventus,2024-10-07,2029-06-30,,,,,40000000.0,Sport Cover,/sport-cover/beraterfirma/berater/1881,,http://www.instagram.com/k_thuram/?hl=de,,,,Reggio Emilia,Italy
475411,2025-11-14T05:19:04.979623,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,Wesley Fofana,,,"Wesley Fofana, 24, from France ➤ Chelsea FC, since 2022 ➤ Centre-Back ➤ Market value: €25.00m ➤ * 17/12/2000 in Marseille, France",https://img.a.transfermarkt.technology/portrait/header/475411-1683899212.jpg?lm=1,,,185.0,"France, Cote d'Ivoire",False,,Centre-Back,Right-Back,right,#29,631,Chelsea,2022-08-31,2029-06-30,,,,,25000000.0,DWMA,/dwma-deal-with-my-agent-/beraterfirma/berater/7736,adidas,"http://twitter.com/wesley_fofana3, http://www.instagram.com/lawestt_/",,,,Marseille,France
321528,2025-11-14T05:21:35.525548,https://www.transfermarkt.com/denzel-dumfries/profil/spieler/321528,Denzel Dumfries,,Denzel Justus Morris Dumfries,"Denzel Dumfries, 29, from Netherlands ➤ Inter Milan, since 2021 ➤ Right-Back ➤ Market value: €35.00m ➤ * 18/04/1996 in Rotterdam, Netherlands",https://img.a.transfermarkt.technology/portrait/header/321528-1746042223.jpg?lm=1,,,188.0,"Netherlands, Aruba",False,,Right-Back,Right Midfield,right,#2,46,Inter,2021-08-14,2028-06-30,,,,,35000000.0,Wasserman,/wasserman/beraterfirma/berater/440,,"http://twitter.com/DenzelJMD2, http://www.instagram.com/ddumfries2/",,,,Rotterdam,Netherlands
1074523,2025-11-14T05:22:05.939152,https://www.transfermarkt.com/wesley-adeh/profil/spieler/1074523,Wesley Adeh,,,"Wesley Adeh, 18, from Germany ➤ SV Werder Bremen, since 2025 ➤ Defensive Midfield ➤ Market value: - ➤ * 08/01/2007 in Bremen, Germany",https://img.a.transfermarkt.technology/portrait/header/1074523-1756028326.jpg?lm=1,,,187.0,"Germany, Nigeria",False,,Defensive Midfield,"Central Midfield, Centre-Back",both,#34,86,Werder Bremen,2025-01-07,,,,,,,PRO Profil GmbH,/pro-profil-gmbh/beraterfirma/berater/12,,,,,,Bremen,Germany
